DMR No,DMR Date,Originator,Status,Site,Hold Reason,Initial Qty,Department,MT #,2nd MT#,RMA,Lot #,Part #,Part Desc,Supplier,Inv Loc,Is MDW,Commodity,Discrepancy Rmk,DMR Ref,First Eval Result,First Eval Date,First SSide Qty,First DSide Qty,First UAI Qty,First Scrap Qty,First Evaluator,Second Eval Result,Second Eval Date,Second SSide Qty,Second DSide Qty,Second UAI Qty,Second Scrap Qty,Second Evaluator,Manager Name,Director Name,Manufacturing,Manufacturing Sup,Process,Materials,Test Engineering,Quality,Scrap Authority (Prod),Scrap Authority (Plant),Finance,IQA,Manufacturing 2,Manufacturing Sup 2,Process 2,Materials 2,Test Engineering 2,Quality 2,Scrap Authority (Prod) 2,Scrap Authority (Plant) 2,Finance 2,IQA 2,Evaluation Step,Total Scrap Cost
W1440374086,2/2/2025 11:20:50 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,770,Production Cell#5,RXBR021282,,R25J44040WXIRTV(80441448),,207550002,CimarronBP DS,,BCONMDW,F,RMA(AL),CBPSB DS Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected go for scrap+MDW+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=385pcs UAI & Ship+Affected=385pcs go CC sorting Non Affecetd=280pcs UAI & Ship+affected=105pcs go for scrap,2/4/2025 5:15:01 PM,0,665,665,105,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$415.80
W1440374136,2/2/2025 11:26:27 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,1400,Production Cell#5,RXBR021282,,R25J44038WXIRTV(80441447),,207624706,V15CMR DS,,ACONMDW,F,RMA(AL),V15CP DS Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=700pcs UAI & Ship+Affected=700pcs go CC sorting Non Affecetd=490pcs UAI & Ship+affected=210pcs go for scrap,2/4/2025 5:09:11 PM,0,1190,1190,210,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$831.60
W1450321393,3/16/2025 8:12:16 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns (non-line fallout),4550,Production Cell#C,RXBR021349,,R25P44078KRTRTV(9400091260),,210156100,MARLB DS,,BCONMDW,F,RMA(GL),MARLB DS AW CSO Shipment send to WDL-sub location for storage due to No Home,W1444740234W1445827686W1445766385,MARLB DS AW CSO Shipment send to WDL-sub location Qty=4550pcs,3/16/2025 8:15:33 AM,,,,,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,-,Approved,-,Approved,-,Approved,-,Approved,-, ,-, ,-, ,-, ,-, ,-,,
W1450895390,3/18/2025 5:48:57 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns (non-line fallout),5600,Production Cell#C,RXBR021360,,R25P44233KRTRMA(80470812),,207325713,Longspeak DS,,BCONMDW,F,RMA(GL),Longspeak DS AW CSO Rework Send to WDL-Sub location for storage due to No Demand,W1460650693,Longspeak DS AW CSO Rework Send to WDL-Sub location for storage due to No Demand Qty=5600pcs,3/18/2025 5:50:59 PM,,,,,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,-,Approved,-,Approved,-,Approved,-,Approved,-, ,-, ,-, ,-, ,-, ,-,,
W1450895401,3/18/2025 5:51:59 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns (non-line fallout),5600,Production Cell#C,RXBR021360,,R25P44234KRTRMA(80470813),,207637201,Longspeak DS,,BCONMDW,F,RMA(GL),Longspeak DS AW CSO Rework Send to WDL-Sub location for storage due to No Demand,,Longspeak DS AW CSO Rework Send to WDL-Sub location for storage due to No Demand Qty=5600pcs,3/18/2025 5:53:24 PM,,,,,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,-,Approved,-,Approved,-,Approved,-,Approved,-, ,-, ,-, ,-, ,-, ,-,MDW Only,
W1450895402,3/18/2025 5:54:29 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns (non-line fallout),4200,Production Cell#C,RXBR021360,,R25P44235KRTRMA(80470814),,207637208,Longspeak DS,,BCONMDW,F,RMA(GL),Longspeak DS AW CSO Rework Send to WDL-Sub location for storage due to No Demand,,Longspeak DS AW CSO Rework Send to WDL-Sub location for storage due to No Demand Qty=4200pcs,3/18/2025 5:55:29 PM,,,,,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,-,Approved,-,Approved,-,Approved,-,Approved,-, ,-, ,-, ,-, ,-, ,-,,
W1450895408,3/18/2025 5:56:23 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns (non-line fallout),5600,Production Cell#C,W1450895408,,R25P44235KRTRMA(80470814),,207637208,Longspeak DS,,BCONMDW,F,RMA(GL),Longspeak DS AW CSO Rework Send to WDL-Sub location for storage due to No Demand,,Longspeak DS AW CSO Rework Send to WDL-Sub location for storage due to No Demand Qty=5600pcs,3/18/2025 5:57:11 PM,,,,,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,-,Approved,-,Approved,-,Approved,-,Approved,-, ,-, ,-, ,-, ,-, ,-,,
W1450895409,3/18/2025 5:58:05 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns (non-line fallout),2100,Production Cell#C,W1450895409,,R25P44235KRTRMA(80470814),,207637208,Longspeak DS,,BCONMDW,F,RMA(GL),Longspeak DS AW CSO Rework Send to WDL-Sub location for storage due to No Demand,,Longspeak DS AW CSO Rework Send to WDL-Sub location for storage due to No Demand Qty=2100pcs,3/18/2025 5:58:48 PM,,,,,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,-,Approved,-,Approved,-,Approved,-,Approved,-, ,-, ,-, ,-, ,-, ,-,,
W1461399795,4/29/2025 8:55:58 AM,Jun Sin Kok,Pending Evaluation,Woodlands,Customer Returns (non-line fallout),207,Process - MDW, ,,,,200441217,Drive Customer Return- Investigation and Case study.,,WWIP,T,97x20 EvansBP (MDW),-,,,,,,,, ,,,,,,, , , ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
W1461399737,4/29/2025 8:51:37 AM,Jun Sin Kok,Pending Evaluation,Woodlands,Customer Returns (non-line fallout),648,Process - MDW, ,,,,100867752,Drive Customer return -investigation and case study.,,WWIP,T,97x50 V11 (MDW),-,,,,,,,, ,,,,,,, , , ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
W1461399926,4/29/2025 8:58:36 AM,Jun Sin Kok,Pending Evaluation,Woodlands,Customer Returns (non-line fallout),84,Process - MDW, ,,,,100796428,Drive Customer Return - Investigation and Case study.,,WWIP,T,95mmX31.5mil(MDW),-,,,,,,,, ,,,,,,, , , ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
W1441943499,2/9/2025 2:12:08 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns (non-line fallout),315,Production Cell#C,RXBR021305,,Pls refer to DMR Attachment,140/175,205839904,Marlin DS,,BCONMDW,F,RMA(GL),Marlin DS(Web DMR#W1439244490)Affected send to WDL-Sub for storage pending CSO rework,W1441250396W1441250264W1444740234,Marlin DS(Web DMR#W1439244490)Affected send to WDL-Sub for storage pending CSO rework Qty=315pcs,2/10/2025 7:06:58 PM,,,,,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,-,Approved,-,Approved,-,Approved,-,Approved,-, ,-, ,-, ,-, ,-, ,-,,
W1441764749,2/8/2025 7:08:11 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns (non-line fallout),560,Production Cell#C,RXBR021305,,Pls refer to DMR Attachment,105/140/140/175,205839905,Marlin DS,,BCONMDW,F,RMA(GL),Marlin DS(Web DMR#W1439244490)Affected send to WDL-Sub for storage pending CSO rework,W1441250084W1441248256W1441250003W1441249037W1444740234,Marlin DS(Web DMR#W1439244490)Affected send to WDL-Sub for storage pending CSO rework Qty=560pcs,2/10/2025 7:10:07 PM,,,,,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,-,Approved,-,Approved,-,Approved,-,Approved,-, ,-, ,-, ,-, ,-, ,-,,
W1441070468,2/5/2025 3:41:11 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns (non-line fallout),1715,Production Cell#C,RXBR021305,,R25P44078KRTRTV(9400091260),175/210/280/105/175/105/140/350/70/105,205839907,Marlin DS,,BCONMDW,F,RMA(GL),Marlin DS(Web DMR#W1439244490)Affected send to WDL-Sub for storage pending CSO rework,W1440784218W1440784219W1440784220W1440784199W1440955357W1440840100W1440840186W1441013252W1440955031,Marlin DS(Web DMR#W1439244490)Affected send to WDL-Sub for storage pending CSO rework Qty=1715pcs,2/10/2025 7:22:59 PM,,,,,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,-,Approved,-,Approved,-,Approved,-,Approved,-, ,-, ,-, ,-, ,-, ,-,,
